Country Name,Country Code,Region,year,Access to electricity (% of pop),Agricultural land (% of land area),Agricultural raw materials exports (% ),Agricultural raw materials imports (%),Agriculture value added (% of GDP),Arable land (% of land area),"Death rate, crude (per 1,000 people)",Employment in agriculture (% of total employment),Livestock production index,Mineral rents (% of GDP),Population,Rural population (% of total population),GDP per capita (US$)
Lao PDR,LAO,Asia,2011-01-01,70.0,9.863518198,4.77051108,0.219872065,20.79125519,6.187175043,7.225,70.34999847,117.61,13.11906112,6347567.0,69.34,1378.361365
Lao PDR,LAO,Asia,2012-01-01,76.36662775,9.961005199,5.39333348,0.366596557,18.54848657,6.282495667,7.07,69.13800049,122.86,12.03243077,6444530.0,68.736,1581.395403
Lao PDR,LAO,Asia,2013-01-01,79.47354126,10.1169844,5.244338173,0.336800945,17.93049843,6.451473137,6.93,67.93299866,124.99,12.48865249,6541304.0,68.128,1825.665113
Lao PDR,LAO,Asia,2014-01-01,83.01711273,10.26429809,6.797525031,0.201626115,17.84879178,6.60745234,6.803,66.90899658,125.94,7.83762416,6639756.0,67.513,1998.335215
Lao PDR,LAO,Asia,2015-01-01,89.7,10.26429809,5.224562456,0.217604117,17.5877597,6.60745234,6.691,65.86599731,125.21,5.882647155,6741164.0,66.892,2134.711796
Lao PDR,LAO,Asia,2016-01-01,90.75510406,10.26429809,3.240287768,0.301618171,17.23017659,6.60745234,6.593,65.03299713,125.57,5.147786225,6845846.0,66.264,2308.800482
Lao PDR,LAO,Asia,2017-01-01,93.6,8.555109318269231,3.705299098,0.489538299,16.19975986,4.852019730653845,6.508,64.16100311,93.10269230769232,5.34486557,6953035.0,65.632,2423.846203
Lao PDR,LAO,Asia,2018-01-01,97.91982269,8.555109318269231,8.221221967,0.463778911,15.70918682,4.852019730653845,6.434,63.24399948,93.10269230769232,5.25159562,7061507.0,64.996,2542.486528
Late-demographic dividend,LTE,North America,2000-01-01,95.71069255,35.54999705,2.055438212,3.123990702,9.980569071,9.27455678,7.215625119,43.76554436,84.82392134,0.403412086,2045125926.0,54.39659642,1663.811967
Late-demographic dividend,LTE,North America,2001-01-01,96.03981794,35.42452997,1.836353958,2.93764424,9.674813589,9.197693825,7.201062325,43.31914012,85.83585919,0.336021335,2059873511.0,53.51823861,1707.400755
Late-demographic dividend,LTE,North America,2002-01-01,96.57814512,35.40803149,1.957939833,2.870678726,9.346423652,9.156740386,7.164047814,42.95538188,89.28212705,0.338822789,2073757398.0,52.56707779,1796.716145
Late-demographic dividend,LTE,North America,2003-01-01,96.82529538,35.0471994,1.939061313,2.755889081,9.006476659,9.13942859,7.218709165,42.06790845,93.23052345,0.414397199,2087310554.0,51.59793749,2034.476639
Late-demographic dividend,LTE,North America,2004-01-01,97.0826684,35.09270826,1.77082154,2.752228341,9.102052746,9.173007094,7.181283082,40.26396464,96.19975568,0.654496766,2100746531.0,50.61241748,2430.62412
Late-demographic dividend,LTE,North America,2005-01-01,97.58276453,35.11062478,1.607597078,2.52753057,8.089994956,9.185308474,7.240238375,38.56137263,100.2496123,1.051428303,2114307497.0,49.61493164,2915.184504
Late-demographic dividend,LTE,North America,2006-01-01,98.21020692,35.05118774,1.643396799,2.620718242,7.490947402,9.149086569,7.352723975,36.75149664,103.4444112,1.618284767,2127750968.0,48.63171185,3495.979211
Late-demographic dividend,LTE,North America,2007-01-01,97.93270866,35.00308353,1.525596374,2.383496617,7.279157984,9.097023831,7.380393566,35.15307793,107.4600946,2.176548756,2140907334.0,47.65278431,4377.57265
Late-demographic dividend,LTE,North America,2008-01-01,98.23717622,35.05865775,1.356483258,2.250423239,7.285297559,9.154157846,7.444824545,34.11627605,110.9479953,2.215245473,2154245142.0,46.66641601,5408.660898
Late-demographic dividend,LTE,North America,2009-01-01,97.85466904,35.0583149,1.405776553,2.324398932,7.035318198,9.161227497,7.423519306,32.96130454,113.5598956,1.266188303,2167842734.0,45.67961455,5194.140284
Late-demographic dividend,LTE,North America,2010-01-01,98.44925291,35.17461665,1.533905063,2.516418653,6.717089098,9.065680098,7.444076526,31.90811871,116.9165494,2.112560439,2180828824.0,44.6926221,6192.389209
Late-demographic dividend,LTE,North America,2011-01-01,98.66657354,35.22283784,1.646655038,2.814186654,6.766274184,9.136688513,7.410232028,30.57404407,118.1812869,2.355267254,2193830506.0,43.76208932,7502.030598
Late-demographic dividend,LTE,North America,2012-01-01,98.80740626,35.24920858,1.372186687,2.478707712,6.584243559,9.138261448,7.410253318,29.64924494,121.9544647,1.321837048,2206932754.0,42.85521856,7978.585356
Late-demographic dividend,LTE,North America,2013-01-01,98.95796893,35.4577517,1.327382217,2.30992217,6.57338504,9.292759707,7.393880628,27.98655644,124.3245459,1.158683689,2220299295.0,41.95729785,8548.159629
Late-demographic dividend,LTE,North America,2014-01-01,98.95282938,35.59172813,1.288184674,2.222533207,6.390219489,9.424133859,7.403267876,26.33872009,125.042815,0.90215622,2233869138.0,41.06277563,8818.869796
Latin America & Caribbean (excluding high income),LAC,Europe,1990-01-01,93.34108659444445,34.23888983,2.925556907,3.048264864,8.287528991,6.565654233,6.754058872,17.867951164642857,57.39207289,0.685555999,417195821.0,29.87375403,2596.731521
Latin America & Caribbean (excluding high income),LAC,Europe,1991-01-01,93.34108659444445,34.48874299,3.076875625,2.729384709,8.041638364,6.676825475,6.6450379,21.93062747,59.86500788,0.370203976,424967299.0,29.33137322,3163.123128
Latin America & Caribbean (excluding high income),LAC,Europe,1992-01-01,88.11936912,34.59592489,2.69757728,2.336086049,7.740074265,6.684273985,6.542360674,22.01898463,61.18862772,0.357129166,432695338.0,28.81477146,2892.959862
Latin America & Caribbean (excluding high income),LAC,Europe,1993-01-01,88.75311534,34.78405357,2.389927983,2.694027225,7.275856711,6.726424468,6.446658038,21.8878259,63.85016771,0.224499744,440382414.0,28.3175542,3289.288254
Latin America & Caribbean (excluding high income),LAC,Europe,1994-01-01,89.66387784,34.81936447,2.589365613,2.348351678,7.963638195,6.774495966,6.357773843,21.47706838,66.48639981,0.214325099,448036597.0,27.81487613,3701.818609
Latin America & Caribbean (excluding high income),LAC,Europe,1995-01-01,88.04220302,35.23853866,3.255170105,2.420768017,6.344555863,7.076189491,6.274838554,21.26305856,70.78232109,0.244443962,455661646.0,27.31697129,3852.502171
Latin America & Caribbean (excluding high income),LAC,Europe,1996-01-01,89.03443463,35.44033607,2.687701017,2.220399071,6.198190755,7.082798141,6.19843101,20.60116898,72.35460675,0.218622628,463259085.0,26.84210103,4107.516743
Latin America & Caribbean (excluding high income),LAC,Europe,1997-01-01,89.48512918,35.52067919,2.367449453,2.003201922,6.01200868,7.119437042,6.127313864,20.57550841,73.91265617,0.236621236,470817399.0,26.35747822,4428.77235
Latin America & Caribbean (excluding high income),LAC,Europe,1998-01-01,90.13193871,35.67660815,2.259765903,1.815971044,5.966462771,7.163651482,6.062684789,19.40299495,75.19498338,0.285378548,478311486.0,25.87758794,4389.553801
Latin America & Caribbean (excluding high income),LAC,Europe,1999-01-01,90.81366759,35.76560365,2.376089854,1.690367911,5.620166317,7.194489038,6.004179596,19.87529303,80.36472964,0.280710129,485702157.0,25.41381529,3865.081381
Latin America & Caribbean (excluding high income),LAC,Europe,2000-01-01,91.15897253,35.77479286,2.267154633,1.675881426,5.236854967,7.212078787,5.953608982,19.19402047,83.36305086,0.330982744,492968031.0,24.95290112,4224.621113
Latin America & Caribbean (excluding high income),LAC,Europe,2001-01-01,91.81748504,35.72452031,2.147908253,1.46033406,5.140289969,7.285813342,5.911404643,19.25149064,84.69183408,0.304002376,500087474.0,24.58159942,4066.226283
Latin America & Caribbean (excluding high income),LAC,Europe,2002-01-01,92.42617187,35.79824197,2.133605133,1.547274469,5.877148553,7.393763833,5.878773074,19.17389801,87.47491072,0.352395179,507060159.0,24.23955267,3567.8652
Latin America & Caribbean (excluding high income),LAC,Europe,2003-01-01,92.49131947,36.05279552,2.220024547,1.704941623,6.220425567,7.670581048,5.855471436,18.95479406,90.09434526,0.459603728,513900750.0,23.90018274,3583.514979
Latin America & Caribbean (excluding high income),LAC,Europe,2004-01-01,93.05461258,36.45417878,2.022271553,1.596311007,5.691762894,7.928997567,5.841358339,18.83512979,95.38902831,0.674032435,520642949.0,23.57525518,4069.502139
Latin America & Caribbean (excluding high income),LAC,Europe,2005-01-01,93.40951169,36.70201083,1.879699824,1.429941856,5.110256361,8.09399438,5.836827153,18.35971821,100.3559868,1.037431832,527308231.0,23.25652624,4884.091903
Latin America & Caribbean (excluding high income),LAC,Europe,2006-01-01,94.07660549,36.87831141,1.792825157,1.367240242,4.827544202,8.214347673,5.840240212,17.54894507,103.9493577,1.476523261,533896503.0,22.94128618,5662.570882
Latin America & Caribbean (excluding high income),LAC,Europe,2007-01-01,94.38735692,37.04252853,1.896174306,1.281572854,4.928725204,8.274249725,5.851247589,16.63174231,108.1746811,2.092387118,540405229.0,22.62992373,6635.782074
Latin America & Caribbean (excluding high income),LAC,Europe,2008-01-01,95.13116949,37.16822938,1.592555255,1.225153404,4.987309383,8.284695886,5.868149092,16.09451765,110.8065894,1.924188173,546848933.0,22.32497774,7677.581129
Latin America & Caribbean (excluding high income),LAC,Europe,2009-01-01,95.26489265,37.17239153,1.676234438,1.174801036,4.890209116,8.25153157,5.891098519,16.00121946,111.6135296,1.102656308,553244956.0,22.02729308,7110.086051
Latin America & Caribbean (excluding high income),LAC,Europe,2010-01-01,95.87613702,37.360118,1.710115087,1.269909249,4.851523846,8.445430003,5.918696547,15.66428455,113.5235162,1.805889672,559496784.0,21.73452948,8767.05888
Latin America & Caribbean (excluding high income),LAC,Europe,2011-01-01,96.12664027,37.46170349,1.574717383,1.311018983,4.868265054,8.54781097,5.95136238,15.29600827,116.5599309,2.092667676,565882120.0,21.44041118,9870.706096
Latin America & Caribbean (excluding high income),LAC,Europe,2012-01-01,96.48363943,37.59721695,1.59731813,1.082909736,4.607904856,8.628298321,5.989774561,14.99497058,118.0932213,1.74129452,572224389.0,21.15162841,9825.143454
Latin America & Caribbean (excluding high income),LAC,Europe,2013-01-01,96.82511539,37.94557907,1.529044832,1.0036722,4.751940241,8.88185211,6.032656041,14.63262586,122.7836471,1.585712071,578502021.0,20.870058,9936.316767
Latin America & Caribbean (excluding high income),LAC,Europe,2014-01-01,96.9549145,38.02124886,1.795876285,0.997422006,4.751550067,9.039457002,6.080018955,14.32097857,123.2639107,1.248393324,584679495.0,20.59429946,10062.26923
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,1990-01-01,93.40722254074073,34.02723337,3.463636114,2.934982314,8.195800336,6.332323267,6.722815617,17.551408530357143,56.92500351,0.943856404,426777908.0,29.55611787,2599.224337
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,1991-01-01,93.40722254074073,34.26060384,3.532090837,2.679378833,7.999207832,6.431304758,6.612559918,21.69758481,59.48052239,0.572097035,434776642.0,29.02294256,3178.719358
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,1992-01-01,88.1846897,34.35131138,3.29113382,2.277031022,7.711926457,6.419816507,6.50961764,21.72919888,61.01405425,0.573159819,442751039.0,28.50975358,2942.399017
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,1993-01-01,88.82611932,34.52957735,3.085511174,2.574834855,7.247782158,6.451157219,6.413554771,21.53568168,63.72180856,0.373758902,450695898.0,28.0104534,3338.677664
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,1994-01-01,89.72251206,34.56351059,3.311765259,2.269268243,7.908464506,6.493469689,6.325144351,21.12041891,66.573707,0.409068623,458608083.0,27.50620594,3750.003773
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,1995-01-01,88.14621707,34.95783189,4.00756427,2.34084942,6.361510065,6.774608416,6.24346763,20.90009531,70.7720214,0.518253455,466483153.0,27.00710929,3930.573234
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,1996-01-01,89.11291661,35.14925595,3.266592879,2.128373785,6.150969841,6.78473272,6.168439821,20.2401782,72.44448891,0.439622327,474321031.0,26.53094937,4201.753185
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,1997-01-01,89.57276582,35.22224722,2.926521973,1.920575398,5.960703,6.813365595,6.098770703,20.18056718,74.29664153,0.458840531,482112370.0,26.04652686,4534.564523
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,1998-01-01,90.23957184,35.3717242,2.804543324,1.745928636,5.944339461,6.858929552,6.034873118,19.00457488,75.5918682,0.430880359,489832036.0,25.56821508,4490.378672
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,1999-01-01,90.88722695,35.45015791,2.985165168,1.641423751,5.599974648,6.878845635,5.977578737,19.45091205,80.37052333,0.458992671,497441716.0,25.10601327,3956.611309
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2000-01-01,91.23145995,35.47061123,2.943900636,1.627494598,5.217536404,6.899966727,5.928023946,18.78346545,83.29359561,0.543702964,504921261.0,24.64761184,4306.501311
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2001-01-01,91.87970664,35.41983696,2.838358146,1.439130961,5.08948737,6.958549791,5.886824171,18.85718134,84.42664487,0.493863225,512247484.0,24.28060165,4131.339401
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2002-01-01,92.50302976,35.50723439,2.785959816,1.531513941,5.815177586,7.053509866,5.855213101,18.80046252,87.21341687,0.55027981,519420818.0,23.94381575,3623.631485
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2003-01-01,92.6139666,35.74424288,2.749086766,1.675058533,6.161637169,7.312905038,5.832109446,18.61132125,89.7172631,0.701764175,526462540.0,23.61382077,3646.413959
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2004-01-01,93.11147407,36.15348667,2.488801768,1.569548846,5.651439065,7.562055971,5.818515377,18.5005672,95.21082753,1.135511031,533415170.0,23.29642809,4167.848848
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2005-01-01,93.46486489,36.3821021,2.223852158,1.401360775,5.092846803,7.718816425,5.814321414,18.05218705,100.4043341,1.546434756,540306214.0,22.98502567,5010.237201
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2006-01-01,94.16634569,36.53940721,2.045666075,1.31130531,4.825476752,7.830459041,5.817789102,17.27825573,104.1419782,2.380956365,547139430.0,22.67685907,5817.829511
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2007-01-01,94.43849794,36.68646628,2.228371728,1.236122078,4.899012507,7.890343146,5.828457497,16.37771504,107.9110151,2.864544013,553909981.0,22.3724245,6805.008742
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2008-01-01,95.17135427,36.81790438,1.971388398,1.165717745,4.95899643,7.923642445,5.84471451,15.85905212,110.5590507,2.583247888,560624670.0,22.07417944,7853.422851
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2009-01-01,95.33858956,36.83162212,1.994252345,1.125407738,4.852807481,7.913537308,5.866580108,15.75586779,111.1473691,1.628145493,567289599.0,21.78308035,7269.392167
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2010-01-01,95.91455332,36.9942444,2.019387097,1.216002591,4.808600843,8.093243349,5.89281294,15.40927368,113.2059735,2.439832438,573800641.0,21.49684166,8980.719155
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2011-01-01,96.18602459,37.10158041,1.883071403,1.246415275,4.836501625,8.212530978,5.923795081,14.99912995,116.0906693,2.740655971,580429321.0,21.20937884,10128.63224
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2012-01-01,96.55262776,37.21348069,1.890409508,1.031517605,4.564331249,8.286788658,5.960327232,14.70445268,117.7976796,2.349245717,587002346.0,20.92742182,10111.75807
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2013-01-01,96.84609761,37.55817122,1.892381969,0.963914023,4.699891208,8.541821991,6.001288047,14.35067804,122.0270733,2.156120029,593511231.0,20.65153974,10247.21402
Latin America & the Caribbean (IDA & IBRD countries),TLA,Europe,2014-01-01,97.0104538,37.63157615,2.205054018,0.956346493,4.70588062,8.694024261,6.046954058,14.03560595,122.4589161,1.768123552,599938979.0,20.38075416,10334.43067
Latvia,LVA,Europe,1995-01-01,100.0,29.45526997,22.99255091,1.739646406,7.680994374,16.11036054,15.7,17.53000069,137.23,0.0,2485056.0,31.25,2322.08701
Latvia,LVA,Europe,1996-01-01,100.0,30.13055455,19.3209552,1.727705224,6.584186554,17.04289638,14.0,17.27899933,112.48,0.0,2457222.0,31.35,2422.250575
Latvia,LVA,Europe,1997-01-01,100.0,28.49057772,23.97613919,1.835115688,4.872690084,17.34838226,13.8,21.58499908,110.06,0.0,2432851.0,31.4,2675.244828
Latvia,LVA,Europe,1998-01-01,100.0,28.12077903,26.77650612,1.947598635,3.74290188,17.02681818,14.2,19.02799988,104.9,0.0,2410019.0,31.549,2965.073007
Latvia,LVA,Europe,1999-01-01,100.0,25.99845608,29.84943423,2.021843789,3.6646237,15.86918748,13.7,17.49200058,89.8,0.0,2390482.0,31.78,3144.991127
Latvia,LVA,Europe,2000-01-01,100.0,25.53218816,29.47065642,2.01630975,4.391358829,15.59585801,13.6,14.92599964,89.55,0.0,2367550.0,31.933,3351.230706
Latvia,LVA,Europe,2001-01-01,100.0,25.41964074,24.86794163,1.800954246,4.324410201,15.40291956,14.1,15.47099972,88.97,0.0,2337170.0,32.05,3566.171119
Latvia,LVA,Europe,2002-01-01,100.0,25.64473559,23.87427979,2.068947508,4.439368817,15.64409262,14.1,16.22900009,85.48,0.0,2310173.0,32.15,4125.210034
Latvia,LVA,Europe,2003-01-01,100.0,25.43571894,25.47823284,2.747037354,3.886100584,15.38684136,14.2,14.24400043,90.59,0.0,2287955.0,32.2,5127.593575
Latvia,LVA,Europe,2004-01-01,100.0,26.40041119,19.42065258,3.48261783,4.12332662,16.22290797,14.2,13.30099964,95.26,0.0,2263122.0,32.1,6343.143526
Latvia,LVA,Europe,2005-01-01,100.0,27.87960597,15.93514935,2.672494201,3.654683456,17.55739891,14.6,12.05099964,99.27,0.0,2238799.0,32.0,7552.873894
Latvia,LVA,Europe,2006-01-01,100.0,29.82506867,14.23243172,2.069017196,3.146179935,19.37423598,14.9,11.46100044,105.46,0.0,2218357.0,32.033,9663.373451
Latvia,LVA,Europe,2007-01-01,100.0,29.5678174,14.3668818,2.746339028,3.181161843,19.10090651,15.0,10.18000031,114.08,0.0,2200325.0,32.1,14042.46242
Latvia,LVA,Europe,2008-01-01,100.0,29.34272254,9.370782021,1.504120634,2.82107994,18.81149884,14.2,7.956999779,114.86,0.0,2177322.0,32.166,16376.99836
Latvia,LVA,Europe,2009-01-01,100.0,29.47893213,9.879332598,1.295633478,3.124793155,18.78417498,14.0,8.751000404,117.01,0.0,2141669.0,32.186,12257.21657
Latvia,LVA,Europe,2010-01-01,100.0,29.00064267,12.1647504,1.48130897,3.994982173,18.84640103,14.3,8.61400032,117.66,0.0,2097555.0,32.159,11348.40623
Latvia,LVA,Europe,2011-01-01,100.0,29.19614148,10.15924339,1.26788095,3.236921735,18.61736334,13.9,8.895000458,121.97,0.0,2059709.0,32.131,13832.39118
Latvia,LVA,Europe,2012-01-01,100.0,29.60759087,8.71402275,1.380509511,3.126138675,18.94499839,14.3,8.373000145,118.6,0.0,2034319.0,32.103,13850.64282
Latvia,LVA,Europe,2013-01-01,100.0,30.18170124,9.502056104,1.578668447,3.10787877,19.42434475,14.3,8.055999756,120.59,0.0,2012647.0,32.075,15041.17446
Latvia,LVA,Europe,2014-01-01,100.0,30.10614345,10.38564443,2.147098934,3.241023167,19.44355098,14.3,7.504000187,125.0,0.0,1993782.0,32.048,15740.32675
Latvia,LVA,Europe,2015-01-01,100.0,30.30717272,10.43228621,2.37706919,3.525253604,19.77806447,14.4,7.93900013,126.38,0.0,1977527.0,32.02,13698.93795
Latvia,LVA,Europe,2016-01-01,100.0,31.05500161,10.47273497,2.5313324,3.087860284,20.71405597,14.6,7.691999912,109.14,0.0,1959537.0,31.979,14153.41492
Latvia,LVA,Europe,2017-01-01,100.0,28.462585123636362,9.368535647,2.504767278,3.469814145,17.77487538681818,14.8,6.868000031,108.83363636363634,0.0,1942248.0,31.925,15586.58189
Latvia,LVA,Europe,2018-01-01,100.0,28.462585123636362,10.9067196,2.993825777,3.574697868,17.77487538681818,15.0,6.972000122,108.83363636363634,0.0,1927174.0,31.858,17805.28031
Lebanon,LBN,Asia,2004-01-01,99.9,62.39491572,1.37137882,1.372671345,3.820910296,13.32355846,4.136,17.67300034,102.12,0.0,4569378.0,13.506,4630.789572
Lebanon,LBN,Asia,2005-01-01,99.60176086,63.83186706,1.513270039,1.303607521,3.579635058,13.8514171,4.051,17.40999985,100.26,0.0,4698763.0,13.373,4575.105512
Lebanon,LBN,Asia,2006-01-01,99.38381709,66.37341153,1.046361325,1.188725863,4.469734859,13.29423265,3.984,17.15800095,97.61,0.0,4759753.0,13.238,4626.859808
Lebanon,LBN,Asia,2007-01-01,99.9,66.1876809,0.903811731,1.330463103,4.892766618,13.11827927,3.936,16.4489994,104.85,0.0,4767344.0,13.099,5207.796
Lebanon,LBN,Asia,2008-01-01,99.9,64.80938416,0.935046427,1.228139395,4.52188618,12.02346041,3.907,15.78299999,112.33,0.0,4764741.0,12.958,6111.332411
Lebanon,LBN,Asia,2009-01-01,99.78566742,64.80938416,0.882193521,1.246610963,3.950872086,12.02346041,3.895,15.1260004,99.35,0.0,4813026.0,12.813,7354.953605
Lebanon,LBN,Asia,2010-01-01,99.87825775,62.56109482,0.736066143,1.144402267,3.861959367,11.14369501,3.9,14.69200039,74.08,0.0,4953061.0,12.666,7761.646191
Lebanon,LBN,Asia,2011-01-01,99.68401095,63.63636364,0.781859452,1.176826248,3.804609707,12.21896383,3.92,14.63899994,84.92,0.0,5202343.0,12.516,7674.83535
Lebanon,LBN,Asia,2012-01-01,99.99239349,64.32062561,0.73020219,1.037799165,3.762977177,12.90322581,3.952,14.55799961,89.58,0.0,5538634.0,12.364,7950.695378
Lebanon,LBN,Asia,2013-01-01,100.0,64.32062561,0.69219218,1.01173737,3.953061054,12.90322581,3.995,14.48499966,93.83,0.0,5914621.0,12.21,7931.080476
Lebanon,LBN,Asia,2014-01-01,100.0,64.32062561,0.616410287,1.208276053,4.019752258,12.90322581,4.048,14.4630003,77.67,0.0,6262410.0,12.053,7686.25603
Lebanon,LBN,Asia,2015-01-01,100.0,64.32062561,0.665146936,1.22180328,3.382572678,12.90322581,4.109,14.39599991,77.46,0.0,6532678.0,11.894,7644.548657
Lebanon,LBN,Asia,2016-01-01,100.0,64.32062561,0.526614565,1.193117907,2.882851081,12.90322581,4.181,14.18299961,74.92,0.0,6711121.0,11.734,7629.891117
Lebanon,LBN,Asia,2017-01-01,100.0,62.15746156458332,1.729528079,0.146230022,2.933449914,13.979309209166667,4.263,14.00399971,84.63333333333334,0.0,6811873.0,11.571,7801.178658
Lebanon,LBN,Asia,2018-01-01,100.0,62.15746156458332,0.463741743,1.175997245,3.235901227,13.979309209166667,4.356,13.79500008,84.63333333333334,0.0,6848925.0,11.407,8024.803271
Lesotho,LSO,Africa,2000-01-01,4.258760108,76.87747036,0.141483726,0.849673425,7.827134815,10.86956522,16.21,16.07799911,100.09,0.0,2032804.0,80.452,436.488352
Lesotho,LSO,Africa,2001-01-01,1.413913012,76.87747036,2.914438115,0.946835903,8.298870587,10.86956522,17.244,15.63599968,103.04,0.0,2035740.0,79.933,405.6053137
Lesotho,LSO,Africa,2002-01-01,3.538843632,75.88932806,5.071883655,0.813169224,6.395312833,9.881422925,18.209,15.35099983,96.17,0.0,2029829.0,79.403,382.1901735
Lesotho,LSO,Africa,2003-01-01,5.645020008,75.88932806,0.382401067,0.757385696,6.346886124,9.881422925,19.054,14.7489996,93.06,0.0,2018348.0,78.863,573.6537676
Lesotho,LSO,Africa,2004-01-01,6.8,76.21870883,0.735820185,0.854788303,5.984006756,10.21080369,19.734,14.37800026,95.94,0.0,2005940.0,78.311,753.3807868
Lesotho,LSO,Africa,2008-01-01,15.90939617,77.7997365,9.087257229,1.921958687,5.538015811,11.79183136,20.236,12.18000031,105.44,0.0,1987129.0,76.204,884.9626748
Lesotho,LSO,Africa,2009-01-01,17.0,77.04216074,3.452337287,1.759898508,6.039734637,11.0342556,19.858,11.83100033,97.58,0.0,1990131.0,75.707,890.9963833
Lesotho,LSO,Africa,2010-01-01,17.0,76.61396574,5.253972388,2.184747819,4.787681608,10.60606061,19.325,11.28499985,98.1,0.0,1995581.0,75.202,1137.275702
Lesotho,LSO,Africa,2011-01-01,22.20067787,76.15283267,3.444182355,3.108808682,4.469568895,10.14492754,18.669,10.7510004,111.78,0.0,2003787.0,74.69,1308.690066
Lesotho,LSO,Africa,2012-01-01,20.56,75.27338764,5.715640929,2.718193024,4.801356986,9.265480494,17.936,10.2510004,110.01,0.0,2014990.0,74.296,1253.696202
Lesotho,LSO,Africa,2013-01-01,26.61523056,74.17984511,2.096526681,3.639390547,4.950678908,8.17193696,17.177,10.00599957,112.09,0.0,2028519.0,73.899,1193.713257
Lesotho,LSO,Africa,2014-01-01,27.8,75.00988303,3.093479319,2.128924277,3.86762921,8.969037806,16.433,9.696000099,112.19,0.0,2043437.0,73.498,1223.333032
Lesotho,LSO,Africa,2015-01-01,31.81505394,73.25428195,6.46905573,2.86491096,3.761836224,7.213438735,15.75,9.394000053,96.93,0.0,2059021.0,73.092,1152.139827
Lesotho,LSO,Africa,2017-01-01,33.7,76.32347749384616,6.35236244,2.269020537,5.398690657,10.311771540346154,14.656,9.026000023,96.70076923076923,0.0,2091412.0,72.27,1150.079173
Libya,LBY,Africa,2007-01-01,86.6289978,8.743762574,0.002368712,0.232703411,2.180747484,0.994578128,4.557,20.38999939,111.83,0.0,5974787.0,22.563,11300.19134
Libya,LBY,Africa,2008-01-01,84.85954285,8.743762574,0.014430551,0.539161403,1.84947245,0.994578128,4.615,20.01099968,107.86,0.0,6058748.0,22.368,14382.57629
Lithuania,LTU,Europe,1995-01-01,100.0,54.40331844,7.813866468,3.906234788,9.874945758,45.72431398,12.5,21.95199966,87.99,0.0,3629102.0,32.715,2168.796099
Lithuania,LTU,Europe,1996-01-01,100.0,54.4192725,5.779322177,2.806896376,10.93902432,45.72431398,11.9,21.45199966,86.77,0.0,3601613.0,32.775,2328.153808
Lithuania,LTU,Europe,1997-01-01,100.0,54.51499681,4.561952858,2.60707868,9.420367274,45.9157626,11.5,20.65999985,87.28,0.0,3575137.0,32.834,2830.737533
Lithuania,LTU,Europe,1998-01-01,100.0,54.64262923,4.273495105,2.645539925,7.661575105,46.10721123,11.5,19.55699921,89.25,0.0,3549331.0,32.894,3166.895648
Lithuania,LTU,Europe,1999-01-01,100.0,55.77536694,6.082152185,3.06343613,6.382134996,47.11231653,11.4,19.98900032,80.93,0.0,3524238.0,32.954,3113.546428
Lithuania,LTU,Europe,2000-01-01,100.0,54.53095086,5.182734667,2.993034511,5.579064579,45.9157626,11.1,19.24099922,83.75,0.0,3499536.0,33.014,3297.354701
Lithuania,LTU,Europe,2001-01-01,100.0,46.20293555,4.301758643,2.860039143,4.868285789,26.02105935,11.6,17.57299995,75.77,0.0,3470818.0,33.081,3530.147337
Lithuania,LTU,Europe,2002-01-01,100.0,46.02744097,4.394791553,2.679246872,4.768922089,26.14869177,11.9,18.64100075,79.34,0.0,3443067.0,33.172,4146.987928
Lithuania,LTU,Europe,2003-01-01,100.0,40.53924697,4.248335658,2.455134673,4.417949334,24.3299298,12.0,18.71299934,85.56,0.0,3415213.0,33.263,5505.535669
Lithuania,LTU,Europe,2004-01-01,100.0,41.54913926,3.700207901,2.452592635,4.168763579,25.78813057,12.2,16.2840004,94.25,0.0,3377075.0,33.354,6706.966998
